School,Year,Level,Size
Elm Street Elementary,2014,Grade 7,0
Elm Street Elementary,2014,Grade 8,0
Elm Street Elementary,2014,Grade 9,0
Elm Street Elementary,2014,Grade 10,0
Elm Street Elementary,2014,Grade 11,0
Elm Street Elementary,2014,Grade 12,0
Elm Street Elementary,2015,K,61
Elm Street Elementary,2015,Grade 1,72
Elm Street Elementary,2015,Grade 2,75
Elm Street Elementary,2015,Grade 3,51
Elm Street Elementary,2015,Grade 4,53
Elm Street Elementary,2015,Grade 5,65
Elm Street Elementary,2015,Grade 6,68
Elm Street Elementary,2015,Grade 7,0
Elm Street Elementary,2015,Grade 8,0
Elm Street Elementary,2015,Grade 9,0
Elm Street Elementary,2015,Grade 10,0
Elm Street Elementary,2015,Grade 11,0
Elm Street Elementary,2015,Grade 12,0
Englewood,1999,K,0
Englewood,1999,Grade 1,28
Englewood,1999,Grade 2,29
Englewood,1999,Grade 3,33
Englewood,1999,Grade 4,28
Englewood,1999,Grade 5,25
Englewood,1999,Grade 6,34
Englewood,1999,Grade 7,19
Englewood,1999,Grade 8,23
Englewood,1999,Grade 9,40
Englewood,1999,Grade 10,0
Englewood,1999,Grade 11,0
Englewood,1999,Grade 12,0
Englewood,2000,K,0
Englewood,2000,Grade 1,21
Englewood,2000,Grade 2,26
Englewood,2000,Grade 3,27
Englewood,2000,Grade 4,31
Englewood,2000,Grade 5,28
Englewood,2000,Grade 6,26
Englewood,2000,Grade 7,30
Englewood,2000,Grade 8,20
Englewood,2000,Grade 9,25
Englewood,2000,Grade 10,0
Englewood,2000,Grade 11,0
Englewood,2000,Grade 12,0
Englewood,2001,K,0
Englewood,2001,Grade 1,28
Englewood,2001,Grade 2,21
Englewood,2001,Grade 3,27
Englewood,2001,Grade 4,30
Englewood,2001,Grade 5,32
Englewood,2001,Grade 6,28
Englewood,2001,Grade 7,24
Englewood,2001,Grade 8,31
Englewood,2001,Grade 9,18
Englewood,2001,Grade 10,0
Englewood,2001,Grade 11,0
Englewood,2001,Grade 12,0
Englewood,2002,K,0
Englewood,2002,Grade 1,20
Englewood,2002,Grade 2,29
Englewood,2002,Grade 3,21
Englewood,2002,Grade 4,26
Englewood,2002,Grade 5,29
Englewood,2002,Grade 6,34
Englewood,2002,Grade 7,27
Englewood,2002,Grade 8,25
Englewood,2002,Grade 9,29
Englewood,2002,Grade 10,0
Englewood,2002,Grade 11,0
Englewood,2002,Grade 12,0
Englewood,2003,K,0
Englewood,2003,Grade 1,26
Englewood,2003,Grade 2,19
Englewood,2003,Grade 3,31
Englewood,2003,Grade 4,20
Englewood,2003,Grade 5,27
Englewood,2003,Grade 6,29
Englewood,2003,Grade 7,35
Englewood,2003,Grade 8,25
Englewood,2003,Grade 9,23
Englewood,2003,Grade 10,0
Englewood,2003,Grade 11,0
Englewood,2003,Grade 12,0
Englewood,2004,K,0
Englewood,2004,Grade 1,20
Englewood,2004,Grade 2,24
Englewood,2004,Grade 3,19
Englewood,2004,Grade 4,31
Englewood,2004,Grade 5,19
Englewood,2004,Grade 6,28
Englewood,2004,Grade 7,27
Englewood,2004,Grade 8,35
Englewood,2004,Grade 9,24
Englewood,2004,Grade 10,0
Englewood,2004,Grade 11,0
Englewood,2004,Grade 12,0
Englewood,2005,K,0
Englewood,2005,Grade 1,21
Englewood,2005,Grade 2,18
Englewood,2005,Grade 3,23
Englewood,2005,Grade 4,22
Englewood,2005,Grade 5,32
Englewood,2005,Grade 6,22
Englewood,2005,Grade 7,29
Englewood,2005,Grade 8,29
Englewood,2005,Grade 9,32
Englewood,2005,Grade 10,0
Englewood,2005,Grade 11,0
Englewood,2005,Grade 12,0
Englewood,2006,K,0
Englewood,2006,Grade 1,28
Englewood,2006,Grade 2,22
Englewood,2006,Grade 3,19
Englewood,2006,Grade 4,22
Englewood,2006,Grade 5,22
Englewood,2006,Grade 6,31
Englewood,2006,Grade 7,17
Englewood,2006,Grade 8,31
Englewood,2006,Grade 9,28
Englewood,2006,Grade 10,0
Englewood,2006,Grade 11,0
Englewood,2006,Grade 12,0
Englewood,2007,K,0
Englewood,2007,Grade 1,18
Englewood,2007,Grade 2,24
Englewood,2007,Grade 3,22
Englewood,2007,Grade 4,18
Englewood,2007,Grade 5,22
Englewood,2007,Grade 6,20
Englewood,2007,Grade 7,24
Englewood,2007,Grade 8,16
Englewood,2007,Grade 9,29
Englewood,2007,Grade 10,0
Englewood,2007,Grade 11,0
Englewood,2007,Grade 12,0
Englewood,2008,K,0
Englewood,2008,Grade 1,22
Englewood,2008,Grade 2,17
Englewood,2008,Grade 3,26
Englewood,2008,Grade 4,23
Englewood,2008,Grade 5,18
Englewood,2008,Grade 6,20
Englewood,2008,Grade 7,18
Englewood,2008,Grade 8,25
Englewood,2008,Grade 9,15
Englewood,2008,Grade 10,0
Englewood,2008,Grade 11,0
Englewood,2008,Grade 12,0
Englewood,2009,K,0
Englewood,2009,Grade 1,25
Englewood,2009,Grade 2,22
Englewood,2009,Grade 3,17
Englewood,2009,Grade 4,26
Englewood,2009,Grade 5,22
Englewood,2009,Grade 6,18
Englewood,2009,Grade 7,17
Englewood,2009,Grade 8,20
Englewood,2009,Grade 9,24
Englewood,2009,Grade 10,0
Englewood,2009,Grade 11,0
Englewood,2009,Grade 12,0
Englewood,2010,K,20
Englewood,2010,Grade 1,19
Englewood,2010,Grade 2,25
Englewood,2010,Grade 3,20
Englewood,2010,Grade 4,16
Englewood,2010,Grade 5,25
Englewood,2010,Grade 6,22
Englewood,2010,Grade 7,17
Englewood,2010,Grade 8,18
Englewood,2010,Grade 9,19
Englewood,2010,Grade 10,0
Englewood,2010,Grade 11,0
Englewood,2010,Grade 12,0
Englewood,2011,K,14
Englewood,2011,Grade 1,19
Englewood,2011,Grade 2,19
Englewood,2011,Grade 3,26
Englewood,2011,Grade 4,21
Englewood,2011,Grade 5,18
Englewood,2011,Grade 6,23
Englewood,2011,Grade 7,18
Englewood,2011,Grade 8,16
Englewood,2011,Grade 9,18
Englewood,2011,Grade 10,0
Englewood,2011,Grade 11,0
Englewood,2011,Grade 12,0
Englewood,2012,K,15
Englewood,2012,Grade 1,15
Englewood,2012,Grade 2,19
Englewood,2012,Grade 3,17
Englewood,2012,Grade 4,26
Englewood,2012,Grade 5,21
Englewood,2012,Grade 6,17
Englewood,2012,Grade 7,21
Englewood,2012,Grade 8,18
Englewood,2012,Grade 9,18
Englewood,2012,Grade 10,0
Englewood,2012,Grade 11,0
Englewood,2012,Grade 12,0
Englewood,2013,K,16
Englewood,2013,Grade 1,16
Englewood,2013,Grade 2,17
Englewood,2013,Grade 3,21
Englewood,2013,Grade 4,19
Englewood,2013,Grade 5,27
Englewood,2013,Grade 6,21
Englewood,2013,Grade 7,18
Englewood,2013,Grade 8,21
Englewood,2013,Grade 9,18
Englewood,2013,Grade 10,0
Englewood,2013,Grade 11,0
Englewood,2013,Grade 12,0
Englewood,2014,K,17
Englewood,2014,Grade 1,17
Englewood,2014,Grade 2,18
Englewood,2014,Grade 3,17
Englewood,2014,Grade 4,23
Englewood,2014,Grade 5,19
Englewood,2014,Grade 6,29
Englewood,2014,Grade 7,18
Englewood,2014,Grade 8,17
Englewood,2014,Grade 9,21
Englewood,2014,Grade 10,0
Englewood,2014,Grade 11,0
Englewood,2014,Grade 12,0
Englewood,2015,K,19
Englewood,2015,Grade 1,17
Englewood,2015,Grade 2,18
Englewood,2015,Grade 3,23
Englewood,2015,Grade 4,18
Englewood,2015,Grade 5,22
Englewood,2015,Grade 6,19
Englewood,2015,Grade 7,26
Englewood,2015,Grade 8,18
Englewood,2015,Grade 9,15
Englewood,2015,Grade 10,0
Englewood,2015,Grade 11,0
Englewood,2015,Grade 12,0
Fair Isle Adventist,1999,K,0
Fair Isle Adventist,1999,Grade 1,1
Fair Isle Adventist,1999,Grade 2,1
Fair Isle Adventist,1999,Grade 3,3
Fair Isle Adventist,1999,Grade 4,2
Fair Isle Adventist,1999,Grade 5,1
Fair Isle Adventist,1999,Grade 6,0
Fair Isle Adventist,1999,Grade 7,0
Fair Isle Adventist,1999,Grade 8,0
Fair Isle Adventist,1999,Grade 9,0
Fair Isle Adventist,1999,Grade 10,0
Fair Isle Adventist,1999,Grade 11,0
Fair Isle Adventist,1999,Grade 12,0
Fair Isle Adventist,2000,K,0
Fair Isle Adventist,2000,Grade 1,1
Fair Isle Adventist,2000,Grade 2,0
Fair Isle Adventist,2000,Grade 3,1
Fair Isle Adventist,2000,Grade 4,2
Fair Isle Adventist,2000,Grade 5,0
Fair Isle Adventist,2000,Grade 6,2
Fair Isle Adventist,2000,Grade 7,1
Fair Isle Adventist,2000,Grade 8,0
Fair Isle Adventist,2000,Grade 9,0
Fair Isle Adventist,2000,Grade 10,0
Fair Isle Adventist,2000,Grade 11,0
Fair Isle Adventist,2000,Grade 12,0
Fair Isle Adventist,2001,K,0
Fair Isle Adventist,2001,Grade 1,0
Fair Isle Adventist,2001,Grade 2,1
Fair Isle Adventist,2001,Grade 3,1
Fair Isle Adventist,2001,Grade 4,1
Fair Isle Adventist,2001,Grade 5,2
Fair Isle Adventist,2001,Grade 6,0
Fair Isle Adventist,2001,Grade 7,1
Fair Isle Adventist,2001,Grade 8,1
Fair Isle Adventist,2001,Grade 9,0
Fair Isle Adventist,2001,Grade 10,0
Fair Isle Adventist,2001,Grade 11,0
Fair Isle Adventist,2001,Grade 12,0
Fair Isle Adventist,2002,K,0
Fair Isle Adventist,2002,Grade 1,1
Fair Isle Adventist,2002,Grade 2,0
Fair Isle Adventist,2002,Grade 3,1
Fair Isle Adventist,2002,Grade 4,0
Fair Isle Adventist,2002,Grade 5,1
Fair Isle Adventist,2002,Grade 6,1
Fair Isle Adventist,2002,Grade 7,0
Fair Isle Adventist,2002,Grade 8,0
Fair Isle Adventist,2002,Grade 9,0
Fair Isle Adventist,2002,Grade 10,0
Fair Isle Adventist,2002,Grade 11,0
Fair Isle Adventist,2002,Grade 12,0
Fair Isle Adventist,2003,K,0
Fair Isle Adventist,2003,Grade 1,0
Fair Isle Adventist,2003,Grade 2,1
Fair Isle Adventist,2003,Grade 3,0
Fair Isle Adventist,2003,Grade 4,1
Fair Isle Adventist,2003,Grade 5,0
Fair Isle Adventist,2003,Grade 6,1
Fair Isle Adventist,2003,Grade 7,1
Fair Isle Adventist,2003,Grade 8,0
Fair Isle Adventist,2003,Grade 9,0
Fair Isle Adventist,2003,Grade 10,0
Fair Isle Adventist,2003,Grade 11,0
Fair Isle Adventist,2003,Grade 12,0
Fair Isle Adventist,2004,K,0
Fair Isle Adventist,2004,Grade 1,1
Fair Isle Adventist,2004,Grade 2,0
Fair Isle Adventist,2004,Grade 3,1
Fair Isle Adventist,2004,Grade 4,0
Fair Isle Adventist,2004,Grade 5,1
Fair Isle Adventist,2004,Grade 6,1
Fair Isle Adventist,2004,Grade 7,1
Fair Isle Adventist,2004,Grade 8,3
Fair Isle Adventist,2004,Grade 9,0
Fair Isle Adventist,2004,Grade 10,0
Fair Isle Adventist,2004,Grade 11,0
Fair Isle Adventist,2004,Grade 12,0
Fair Isle Adventist,2005,K,0
Fair Isle Adventist,2005,Grade 1,0
Fair Isle Adventist,2005,Grade 2,1
Fair Isle Adventist,2005,Grade 3,0
Fair Isle Adventist,2005,Grade 4,1
Fair Isle Adventist,2005,Grade 5,0
Fair Isle Adventist,2005,Grade 6,1
Fair Isle Adventist,2005,Grade 7,1
Fair Isle Adventist,2005,Grade 8,1
Fair Isle Adventist,2005,Grade 9,3
Fair Isle Adventist,2005,Grade 10,0
Fair Isle Adventist,2005,Grade 11,0
Fair Isle Adventist,2005,Grade 12,0
Fortune Consolidated,1999,K,0
Fortune Consolidated,1999,Grade 1,31
Fortune Consolidated,1999,Grade 2,36
Fortune Consolidated,1999,Grade 3,26
Fortune Consolidated,1999,Grade 4,26
Fortune Consolidated,1999,Grade 5,0
Fortune Consolidated,1999,Grade 6,0
Fortune Consolidated,1999,Grade 7,0
Fortune Consolidated,1999,Grade 8,0
Fortune Consolidated,1999,Grade 9,0
Fortune Consolidated,1999,Grade 10,0
Fortune Consolidated,1999,Grade 11,0
Fortune Consolidated,1999,Grade 12,0
Fortune Consolidated,2000,K,0
Fortune Consolidated,2000,Grade 1,31
Fortune Consolidated,2000,Grade 2,31
Fortune Consolidated,2000,Grade 3,36
Fortune Consolidated,2000,Grade 4,24
Fortune Consolidated,2000,Grade 5,0
Fortune Consolidated,2000,Grade 6,0
Fortune Consolidated,2000,Grade 7,0
Fortune Consolidated,2000,Grade 8,0
Fortune Consolidated,2000,Grade 9,0
Fortune Consolidated,2000,Grade 10,0
Fortune Consolidated,2000,Grade 11,0
Fortune Consolidated,2000,Grade 12,0
Fortune Consolidated,2001,K,0
Fortune Consolidated,2001,Grade 1,32
Fortune Consolidated,2001,Grade 2,30
Fortune Consolidated,2001,Grade 3,32
Fortune Consolidated,2001,Grade 4,35
Fortune Consolidated,2001,Grade 5,0
Fortune Consolidated,2001,Grade 6,0
Fortune Consolidated,2001,Grade 7,0
Fortune Consolidated,2001,Grade 8,0
Fortune Consolidated,2001,Grade 9,0
Fortune Consolidated,2001,Grade 10,0
Fortune Consolidated,2001,Grade 11,0
Fortune Consolidated,2001,Grade 12,0
Fortune Consolidated,2002,K,0
Fortune Consolidated,2002,Grade 1,26
Fortune Consolidated,2002,Grade 2,31
Fortune Consolidated,2002,Grade 3,29
Fortune Consolidated,2002,Grade 4,30
Fortune Consolidated,2002,Grade 5,0
Fortune Consolidated,2002,Grade 6,0
Fortune Consolidated,2002,Grade 7,0
Fortune Consolidated,2002,Grade 8,0
Fortune Consolidated,2002,Grade 9,0
Fortune Consolidated,2002,Grade 10,0
Fortune Consolidated,2002,Grade 11,0
Fortune Consolidated,2002,Grade 12,0
Fortune Consolidated,2003,K,0
Fortune Consolidated,2003,Grade 1,14
Fortune Consolidated,2003,Grade 2,23
Fortune Consolidated,2003,Grade 3,27
Fortune Consolidated,2003,Grade 4,27
Fortune Consolidated,2003,Grade 5,0
Fortune Consolidated,2003,Grade 6,0
Fortune Consolidated,2003,Grade 7,0
Fortune Consolidated,2003,Grade 8,0
Fortune Consolidated,2003,Grade 9,0
Fortune Consolidated,2003,Grade 10,0
Fortune Consolidated,2003,Grade 11,0
Fortune Consolidated,2003,Grade 12,0
Fortune Consolidated,2004,K,0
Fortune Consolidated,2004,Grade 1,18
Fortune Consolidated,2004,Grade 2,13
Fortune Consolidated,2004,Grade 3,23
Fortune Consolidated,2004,Grade 4,26
Fortune Consolidated,2004,Grade 5,0
Fortune Consolidated,2004,Grade 6,0
Fortune Consolidated,2004,Grade 7,0
Fortune Consolidated,2004,Grade 8,0
Fortune Consolidated,2004,Grade 9,0
Fortune Consolidated,2004,Grade 10,0
Fortune Consolidated,2004,Grade 11,0
Fortune Consolidated,2004,Grade 12,0
Fortune Consolidated,2005,K,0
Fortune Consolidated,2005,Grade 1,14
Fortune Consolidated,2005,Grade 2,19
Fortune Consolidated,2005,Grade 3,13
Fortune Consolidated,2005,Grade 4,23
Fortune Consolidated,2005,Grade 5,0
Fortune Consolidated,2005,Grade 6,0
Fortune Consolidated,2005,Grade 7,0
Fortune Consolidated,2005,Grade 8,0
Fortune Consolidated,2005,Grade 9,0
Fortune Consolidated,2005,Grade 10,0
Fortune Consolidated,2005,Grade 11,0
Fortune Consolidated,2005,Grade 12,0
Fortune Consolidated,2006,K,0
Fortune Consolidated,2006,Grade 1,24
Fortune Consolidated,2006,Grade 2,15
Fortune Consolidated,2006,Grade 3,20
Fortune Consolidated,2006,Grade 4,14
Fortune Consolidated,2006,Grade 5,0
Fortune Consolidated,2006,Grade 6,0
Fortune Consolidated,2006,Grade 7,0
Fortune Consolidated,2006,Grade 8,0
Fortune Consolidated,2006,Grade 9,0
Fortune Consolidated,2006,Grade 10,0
Fortune Consolidated,2006,Grade 11,0
Fortune Consolidated,2006,Grade 12,0
Fortune Consolidated,2007,K,0
Fortune Consolidated,2007,Grade 1,12
Fortune Consolidated,2007,Grade 2,23
Fortune Consolidated,2007,Grade 3,14
Fortune Consolidated,2007,Grade 4,20
Fortune Consolidated,2007,Grade 5,0
Fortune Consolidated,2007,Grade 6,0
Fortune Consolidated,2007,Grade 7,0
Fortune Consolidated,2007,Grade 8,0
Fortune Consolidated,2007,Grade 9,0
Fortune Consolidated,2007,Grade 10,0
Fortune Consolidated,2007,Grade 11,0
Fortune Consolidated,2007,Grade 12,0
Fortune Consolidated,2008,K,0
Fortune Consolidated,2008,Grade 1,9
Fortune Consolidated,2008,Grade 2,10
Fortune Consolidated,2008,Grade 3,21
Fortune Consolidated,2008,Grade 4,13
Fortune Consolidated,2008,Grade 5,0
Fortune Consolidated,2008,Grade 6,0
Fortune Consolidated,2008,Grade 7,0
Fortune Consolidated,2008,Grade 8,0
Fortune Consolidated,2008,Grade 9,0
Fortune Consolidated,2008,Grade 10,0
Fortune Consolidated,2008,Grade 11,0
Fortune Consolidated,2008,Grade 12,0
Full Circle Co-operative,2000,K,0
Full Circle Co-operative,2000,Grade 1,0
Full Circle Co-operative,2000,Grade 2,0
Full Circle Co-operative,2000,Grade 3,0
Full Circle Co-operative,2000,Grade 4,2
Full Circle Co-operative,2000,Grade 5,1
Full Circle Co-operative,2000,Grade 6,2
Full Circle Co-operative,2000,Grade 7,1
Full Circle Co-operative,2000,Grade 8,2
Full Circle Co-operative,2000,Grade 9,2
Full Circle Co-operative,2000,Grade 10,0
Full Circle Co-operative,2000,Grade 11,0
Full Circle Co-operative,2000,Grade 12,0
Full Circle Co-operative,2001,K,0
Full Circle Co-operative,2001,Grade 1,0
Full Circle Co-operative,2001,Grade 2,0
Full Circle Co-operative,2001,Grade 3,2
Full Circle Co-operative,2001,Grade 4,2
Full Circle Co-operative,2001,Grade 5,2
Full Circle Co-operative,2001,Grade 6,1
Full Circle Co-operative,2001,Grade 7,2
Full Circle Co-operative,2001,Grade 8,1
Full Circle Co-operative,2001,Grade 9,3
Full Circle Co-operative,2001,Grade 10,0
Full Circle Co-operative,2001,Grade 11,0
Full Circle Co-operative,2001,Grade 12,0
Full Circle Co-operative,2002,K,0
Full Circle Co-operative,2002,Grade 1,0
Full Circle Co-operative,2002,Grade 2,0
Full Circle Co-operative,2002,Grade 3,0
Full Circle Co-operative,2002,Grade 4,0
Full Circle Co-operative,2002,Grade 5,2
Full Circle Co-operative,2002,Grade 6,1
Full Circle Co-operative,2002,Grade 7,1
Full Circle Co-operative,2002,Grade 8,1
Full Circle Co-operative,2002,Grade 9,5
Full Circle Co-operative,2002,Grade 10,0
Full Circle Co-operative,2002,Grade 11,0
Full Circle Co-operative,2002,Grade 12,0
Full Circle Co-operative,2003,K,0
Full Circle Co-operative,2003,Grade 1,0
Full Circle Co-operative,2003,Grade 2,0
Full Circle Co-operative,2003,Grade 3,0
Full Circle Co-operative,2003,Grade 4,0
Full Circle Co-operative,2003,Grade 5,1
Full Circle Co-operative,2003,Grade 6,1
Full Circle Co-operative,2003,Grade 7,2
Full Circle Co-operative,2003,Grade 8,2
Full Circle Co-operative,2003,Grade 9,1
Full Circle Co-operative,2003,Grade 10,1
Full Circle Co-operative,2003,Grade 11,1
Full Circle Co-operative,2003,Grade 12,2
Full Circle Co-operative,2004,K,0
Full Circle Co-operative,2004,Grade 1,0
Full Circle Co-operative,2004,Grade 2,1
Full Circle Co-operative,2004,Grade 3,1
Full Circle Co-operative,2004,Grade 4,0
Full Circle Co-operative,2004,Grade 5,0
Full Circle Co-operative,2004,Grade 6,1
Full Circle Co-operative,2004,Grade 7,1
Full Circle Co-operative,2004,Grade 8,4
Full Circle Co-operative,2004,Grade 9,0
Full Circle Co-operative,2004,Grade 10,2
Full Circle Co-operative,2004,Grade 11,0
Full Circle Co-operative,2004,Grade 12,0
Full Circle Co-operative,2005,K,0
Full Circle Co-operative,2005,Grade 1,0
Full Circle Co-operative,2005,Grade 2,0
Full Circle Co-operative,2005,Grade 3,1
Full Circle Co-operative,2005,Grade 4,0
Full Circle Co-operative,2005,Grade 5,0
Full Circle Co-operative,2005,Grade 6,1
Full Circle Co-operative,2005,Grade 7,0
Full Circle Co-operative,2005,Grade 8,2
Full Circle Co-operative,2005,Grade 9,6
Full Circle Co-operative,2005,Grade 10,0
Full Circle Co-operative,2005,Grade 11,2
Full Circle Co-operative,2005,Grade 12,0
Full Circle Co-operative,2006,K,0
Full Circle Co-operative,2006,Grade 1,0
Full Circle Co-operative,2006,Grade 2,0
Full Circle Co-operative,2006,Grade 3,0
Full Circle Co-operative,2006,Grade 4,0
Full Circle Co-operative,2006,Grade 5,0
Full Circle Co-operative,2006,Grade 6,0
Full Circle Co-operative,2006,Grade 7,0
Full Circle Co-operative,2006,Grade 8,0
Full Circle Co-operative,2006,Grade 9,3
Full Circle Co-operative,2006,Grade 10,5
Full Circle Co-operative,2006,Grade 11,1
Full Circle Co-operative,2006,Grade 12,3
Full Circle Co-operative,2007,K,0
Full Circle Co-operative,2007,Grade 1,0
Full Circle Co-operative,2007,Grade 2,0
Full Circle Co-operative,2007,Grade 3,0
Full Circle Co-operative,2007,Grade 4,0
Full Circle Co-operative,2007,Grade 5,0
Full Circle Co-operative,2007,Grade 6,2
Full Circle Co-operative,2007,Grade 7,0
Full Circle Co-operative,2007,Grade 8,1
Full Circle Co-operative,2007,Grade 9,4
Full Circle Co-operative,2007,Grade 10,4
Full Circle Co-operative,2007,Grade 11,2
Full Circle Co-operative,2007,Grade 12,0
Full Circle Co-operative,2008,K,0
Full Circle Co-operative,2008,Grade 1,0
Full Circle Co-operative,2008,Grade 2,0
Full Circle Co-operative,2008,Grade 3,0
Full Circle Co-operative,2008,Grade 4,0
Full Circle Co-operative,2008,Grade 5,0
Full Circle Co-operative,2008,Grade 6,0
Full Circle Co-operative,2008,Grade 7,2
Full Circle Co-operative,2008,Grade 8,0
Full Circle Co-operative,2008,Grade 9,2
Full Circle Co-operative,2008,Grade 10,3
Full Circle Co-operative,2008,Grade 11,4
Full Circle Co-operative,2008,Grade 12,1
Full Circle Co-operative,2009,K,0
Full Circle Co-operative,2009,Grade 1,0
Full Circle Co-operative,2009,Grade 2,0
Full Circle Co-operative,2009,Grade 3,0
Full Circle Co-operative,2009,Grade 4,0
Full Circle Co-operative,2009,Grade 5,0
Full Circle Co-operative,2009,Grade 6,0
Full Circle Co-operative,2009,Grade 7,0
Full Circle Co-operative,2009,Grade 8,1
Full Circle Co-operative,2009,Grade 9,0
Full Circle Co-operative,2009,Grade 10,2
Full Circle Co-operative,2009,Grade 11,2
Full Circle Co-operative,2009,Grade 12,4
Georgetown Consolidated,1999,K,0
Georgetown Consolidated,1999,Grade 1,16
Georgetown Consolidated,1999,Grade 2,9
Georgetown Consolidated,1999,Grade 3,14
Georgetown Consolidated,1999,Grade 4,18
Georgetown Consolidated,1999,Grade 5,8
Georgetown Consolidated,1999,Grade 6,7
Georgetown Consolidated,1999,Grade 7,10
Georgetown Consolidated,1999,Grade 8,13
Georgetown Consolidated,1999,Grade 9,0
Georgetown Consolidated,1999,Grade 10,0
Georgetown Consolidated,1999,Grade 11,0
Georgetown Consolidated,1999,Grade 12,0
Georgetown Consolidated,2009,K,0
Georgetown Consolidated,2009,Grade 1,5
Georgetown Consolidated,2009,Grade 2,12
Georgetown Consolidated,2009,Grade 3,15
Georgetown Consolidated,2009,Grade 4,15
Georgetown Consolidated,2009,Grade 5,14
Georgetown Consolidated,2009,Grade 6,12
Georgetown Consolidated,2009,Grade 7,9
Georgetown Consolidated,2009,Grade 8,12
Georgetown Consolidated,2009,Grade 9,0
